"Order ID","Order Date","Customer ID","Product ID","Sales","Quantity","Discount","Profit","Shipping Cost"
"ES-2013-1143780","2013-01-02","AH-10690","OFF-AR-10002037","137.07","3","0.0","21.87","21.79"
"IT-2014-2840952","2014-11-17","CB-12535","OFF-ST-10001554","321.912","4","0.4","-112.728","21.79"
"ES-2013-3845157","2013-09-10","VP-21730","TEC-MA-10002043","230.88","2","0.0","99.24","21.78"
"IN-2012-55408","2012-04-30","CS-12175","TEC-AC-10002255","124.47","2","0.1","38.67","21.78"
"IN-2014-38531","2014-08-20","MV-18190","OFF-ST-10003445","155.85","5","0.0","4.65","21.78"
"IN-2012-18868","2012-11-27","DB-13405","TEC-CO-10000791","151.2","2","0.37","0.0","21.78"
"ID-2013-80279","2013-05-10","JM-15535","OFF-SU-10003688","119.808","4","0.4","-10.032","21.78"
"MO-2014-7850","2014-12-24","AB-600","TEC-MEM-10002524","113.52","4","0.0","21.48","21.78"
"NI-2014-9290","2014-02-13","SC-10725","FUR-HON-10004932","276.444","1","0.7","-304.116","21.78"
"EG-2014-5980","2014-09-19","CR-2730","TEC-EPS-10003568","117.15","1","0.0","8.19","21.78"
"US-2012-144267","2012-02-06","JK-15370","TEC-PH-10002892","100.8","2","0.4","-18.48","21.78"
"MX-2012-144561","2012-09-28","RF-19735","OFF-PA-10003301","88.48","8","0.0","25.6","21.77"
"ES-2013-1777796","2013-06-15","DK-12895","TEC-PH-10001066","222.705","1","0.65","-273.615","21.77"
"IN-2014-76688","2014-07-16","SB-20290","TEC-MA-10001372","173.58","1","0.0","69.42","21.77"
"ES-2014-1364039","2014-03-19","JM-15655","FUR-FU-10000267","242.1","5","0.0","14.4","21.76"
"ES-2012-5669824","2012-11-09","LB-16735","FUR-CH-10002752","204.384","4","0.2","30.624","21.76"
"IT-2011-3784375","2011-12-13","DL-12865","FUR-CH-10002543","211.104","6","0.6","-89.856","21.76"
"RS-2014-8080","2014-06-23","CC-2370","FUR-SAU-10000209","146.76","1","0.0","42.54","21.76"
"MX-2014-100727","2014-05-15","DM-13525","OFF-SU-10002521","90.8","4","0.0","31.76","21.76"
"ID-2011-66412","2011-03-30","AF-10870","FUR-FU-10002210","226.125","6","0.25","-24.255","21.75"
"ID-2014-52545","2014-01-24","LE-16810","TEC-AC-10001352","232.47","7","0.4","-112.56","21.75"
"NI-2014-5850","2014-05-13","NP-8700","FUR-BUS-10004121","87.534","2","0.7","-160.506","21.75"
"IN-2014-25952","2014-04-01","RD-19900","FUR-CH-10001895","104.436","2","0.1","46.416","21.74"
"KE-2012-9890","2012-03-05","EM-4140","OFF-KIT-10001380","309.75","1","0.0","0.0","21.74"
"MX-2013-142734","2013-10-24","CH-12070","TEC-CO-10002657","346.42576","2","0.002","93.02576","21.73"
"CA-2011-166086","2011-05-07","CT-11995","FUR-TA-10003469","194.25","2","0.3","-38.85","21.73"
"CA-2011-166555","2011-07-11","JK-15205","TEC-PH-10004912","164.85","3","0.0","47.8065","21.73"
"SF-2014-8580","2014-12-09","BW-1065","FUR-SAU-10001776","148.17","1","0.0","53.34","21.73"
"MD-2014-9120","2014-11-28","KC-6540","FUR-RUB-10002817","163.32","4","0.0","21.12","21.73"
"MX-2014-131366","2014-08-20","TP-21565","TEC-PH-10003945","111.22","1","0.0","1.1","21.73"
"IN-2014-22592","2014-06-02","SD-20485","FUR-FU-10003214","159.768","7","0.2","13.818","21.72"
"CA-2011-107769","2011-10-28","BT-11395","TEC-PH-10001336","257.98","2","0.0","74.8142","21.72"
"MX-2014-105921","2014-05-28","ZC-21910","TEC-AC-10004626","342.08","2","0.0","0.0","21.71"
"ID-2013-61442","2013-01-15","JB-16000","OFF-BI-10001400","122.4","5","0.15","0.0","21.71"
"MX-2014-148243","2014-10-30","NP-18685","OFF-ST-10002714","255.08","7","0.0","30.52","21.71"
"US-2014-152387","2014-11-10","DH-13675","FUR-BO-10000148","171.396","3","0.4","-114.264","21.71"
"IN-2014-42213","2014-11-13","TC-21535","TEC-PH-10003556","369.99","3","0.0","129.42","21.7"
"CA-2011-150581","2011-04-08","NM-18445","TEC-AC-10001908","399.96","4","0.0","139.986","21.7"
"PL-2014-1210","2014-12-30","LA-6780","OFF-KLE-10001644","244.98","6","0.0","39.06","21.7"
"ES-2014-5329048","2014-07-29","CM-12715","TEC-CO-10001633","249.7725","1","0.15","17.6025","21.69"
"MX-2014-134733","2014-10-23","DB-12910","OFF-AR-10002583","129.22","7","0.0","10.22","21.69"
"MX-2014-107062","2014-05-30","SC-20575","FUR-CH-10000430","457.2","5","0.0","132.5","21.69"
"MX-2012-125318","2012-12-03","MG-17695","OFF-AR-10002706","67.64","2","0.0","32.44","21.69"
"MX-2011-128356","2011-06-27","NR-18550","FUR-FU-10004598","67.44","4","0.0","0.64","21.68"
"IN-2012-77430","2012-10-01","TH-21115","TEC-AC-10004897","133.11","2","0.1","20.67","21.68"
"CA-2011-108903","2011-10-03","DO-13435","TEC-AC-10003023","142.488","3","0.2","-3.5622","21.68"
"CA-2013-135636","2013-10-09","DB-13615","OFF-ST-10000676","387.72","5","0.2","-67.851","21.68"
"MX-2012-113768","2012-11-13","DJ-13510","TEC-PH-10003011","488.96","4","0.0","151.52","21.67"
"IN-2013-17699","2013-08-22","TB-21400","OFF-AR-10003448","206.85","7","0.0","0.0","21.67"
"TU-2012-9960","2012-11-16","TB-11520","FUR-SAU-10004137","77.832","1","0.6","-44.778","21.67"
"TU-2014-9870","2014-03-13","QJ-9255","OFF-FEL-10002867","165.888","2","0.6","-178.332","21.67"
"MX-2012-139276","2012-10-19","CA-12055","FUR-BO-10002985","319.616","4","0.2","67.856","21.67"
"MX-2014-110961","2014-06-24","BE-11410","TEC-CO-10004521","247.7514","5","0.402","15.6514","21.67"
"MX-2011-100125","2011-11-30","KM-16720","TEC-PH-10002647","292.8","6","0.0","67.32","21.66"
"IN-2013-68708","2013-05-29","AC-10450","FUR-BO-10001679","264.9384","2","0.07","99.6984","21.66"
"IN-2014-77920","2014-06-17","SC-20020","OFF-SU-10003592","88.563","10","0.47","-71.937","21.66"
"MX-2014-144470","2014-06-06","JM-15655","OFF-AR-10000767","330.0","10","0.0","3.2","21.66"
"IN-2013-25539","2013-12-13","PO-19180","OFF-EN-10004744","126.27","3","0.0","25.2","21.65"
"CA-2014-107825","2014-11-19","NB-18655","OFF-ST-10001321","92.52","6","0.0","24.9804","21.65"
"ZI-2012-4330","2012-06-04","DN-3690","OFF-CUI-10001670","160.929","1","0.7","-284.331","21.65"
"EG-2014-7610","2014-06-06","EH-4185","OFF-TEN-10000433","203.22","1","0.0","62.97","21.65"
"US-2014-112907","2014-03-21","CH-12070","OFF-AP-10000528","143.472","3","0.2","25.092","21.65"
"CA-2014-100097","2014-11-27","MN-17935","FUR-FU-10003623","135.3","5","0.0","37.884","21.64"
"CA-2011-151946","2011-06-04","BT-11440","FUR-BO-10003272","353.568","2","0.2","-44.196","21.64"
"US-2011-165316","2011-06-18","LO-17170","TEC-AC-10003454","149.6","2","0.0","56.84","21.63"
"IT-2012-5084286","2012-04-18","BT-11485","TEC-PH-10002907","191.592","4","0.4","-60.768","21.63"
"IT-2013-5071780","2013-02-12","MT-17815","FUR-CH-10004309","396.9","5","0.1","-4.5","21.63"
"IN-2013-29410","2013-05-01","JM-15535","TEC-CO-10002674","333.6","2","0.0","19.98","21.63"
"ES-2014-2933395","2014-09-11","AR-10405","OFF-BI-10004328","244.8","5","0.0","88.05","21.62"
"IN-2014-68008","2014-09-17","FM-14290","TEC-AC-10002996","190.5","5","0.0","64.65","21.62"
"TZ-2011-150","2011-06-03","RW-9690","TEC-KON-10001388","238.491","1","0.1","92.721","21.62"
"CM-2014-2920","2014-09-16","HD-4785","OFF-FEL-10001865","272.76","2","0.0","57.24","21.62"
"CA-2013-153178","2013-09-15","CL-12565","TEC-PH-10001944","437.85","3","0.0","131.355","21.61"
"UZ-2014-9340","2014-09-08","NF-8475","TEC-ENE-10004627","256.14","1","0.0","102.45","21.61"
"US-2012-113754","2012-04-05","BB-11545","TEC-CO-10000422","284.48988","3","0.002","124.82988","21.61"
"IT-2014-3037687","2014-06-25","LS-16945","TEC-AC-10001032","229.32","8","0.5","-41.4","21.6"
"ID-2012-12519","2012-05-31","CR-12580","OFF-AR-10001208","109.08","4","0.5","-4.44","21.6"
"ID-2013-30915","2013-06-10","TB-21520","TEC-MA-10002680","515.5794","2","0.17","37.2594","21.6"
"IN-2012-12981","2012-01-31","JL-15235","OFF-AP-10001191","440.64","5","0.1","39.09","21.6"
"IN-2011-54680","2011-09-14","HD-14785","OFF-EN-10000968","153.09","7","0.4","-69.09","21.6"
"CA-2013-128412","2013-12-11","AP-10915","OFF-BI-10001718","153.552","3","0.2","51.8238","21.6"
"CA-2012-155306","2012-04-17","GA-14515","TEC-AC-10003174","323.37","3","0.0","129.348","21.6"
"CA-2014-149706","2014-12-12","AS-10285","TEC-AC-10001284","116.312","7","0.2","23.2624","21.6"
"KE-2011-7940","2011-01-22","JK-5325","OFF-SME-10001652","95.1","2","0.0","12.36","21.6"
"MX-2013-159786","2013-07-02","SS-20590","OFF-ST-10002105","95.1","3","0.0","19.92","21.6"
"US-2012-168347","2012-11-28","JM-16195","TEC-PH-10000106","425.0","1","0.0","59.5","21.6"
"ES-2013-1032140","2013-03-11","KM-16720","OFF-BI-10001138","295.8","10","0.0","50.1","21.59"
"US-2011-150119","2011-04-23","LB-16795","FUR-CH-10002965","281.372","2","0.3","-12.0588","21.59"
"CA-2012-136735","2012-07-26","HA-14920","OFF-EN-10002230","167.86","2","0.0","78.8942","21.59"
"US-2012-158113","2012-09-27","BE-11455","FUR-CH-10000656","265.824","3","0.2","29.904","21.59"
"ES-2013-1668222","2013-08-27","VG-21805","TEC-PH-10003325","123.24","1","0.0","7.38","21.58"
"ES-2014-2967876","2014-08-05","DV-13045","TEC-MA-10004655","307.683","3","0.15","68.733","21.58"
"ID-2012-15641","2012-09-05","SW-20455","OFF-BI-10002881","243.8208","6","0.17","-44.1792","21.58"
"IN-2014-40764","2014-03-27","RB-19435","FUR-BO-10002390","362.85","1","0.0","32.64","21.58"
"IN-2012-86411","2012-04-26","MK-18160","FUR-CH-10002045","197.76","4","0.0","43.44","21.58"
"ID-2011-64599","2011-02-10","CA-11965","OFF-SU-10001407","307.44","7","0.0","70.56","21.57"
"CA-2014-111556","2014-11-21","CD-11920","OFF-AR-10004602","68.97","3","0.0","19.3116","21.57"
"US-2014-147984","2014-01-29","GB-14575","OFF-PA-10000806","279.9","5","0.0","137.151","21.57"
"CA-2014-137414","2014-10-03","CM-12115","TEC-MA-10002930","369.16","11","0.2","32.3015","21.57"
"SG-2013-6580","2013-10-11","DL-3315","OFF-ELD-10001832","48.45","1","0.0","0.0","21.57"
"MX-2011-167066","2011-04-04","LP-17095","OFF-AP-10000528","119.56","2","0.0","40.64","21.56"
"IT-2012-1694853","2012-08-23","NS-18640","OFF-SU-10003924","82.14","4","0.5","-1.74","21.56"
"ES-2014-5269284","2014-12-12","GM-14440","FUR-CH-10003062","180.288","8","0.6","-135.312","21.56"
"ID-2014-20114","2014-08-18","TB-21520","OFF-AR-10002417","264.5958","7","0.27","-58.1742","21.56"
"ID-2012-82428","2012-05-08","KM-16225","TEC-PH-10000342","239.436","6","0.4","-127.764","21.56"
"AO-2012-1000","2012-12-03","DK-3225","TEC-HP -10003618","299.58","1","0.0","0.0","21.56"
"ES-2012-3241112","2012-06-28","AH-10120","OFF-SU-10001909","284.256","14","0.1","122.976","21.55"
"IN-2013-48114","2013-10-10","MF-18250","TEC-AC-10000596","201.96","2","0.1","71.76","21.55"
"CA-2011-101931","2011-10-28","TS-21370","OFF-SU-10000646","480.74","2","0.0","14.4222","21.55"
"CA-2014-140515","2014-03-20","GZ-14545","OFF-AP-10001205","381.36","7","0.0","106.7808","21.55"
"MX-2011-131688","2011-12-22","BP-11230","OFF-ST-10000990","263.92","2","0.0","5.24","21.55"
"CA-2011-116834","2011-10-11","Dp-13240","TEC-AC-10002942","345.0","5","0.0","58.65","21.54"
"CA-2012-146948","2012-07-16","MG-17890","OFF-EN-10000483","137.25","9","0.0","63.135","21.54"
"PL-2014-3940","2014-07-29","LB-6735","TEC-ENE-10000235","250.74","6","0.0","0.0","21.54"
"ES-2014-4963892","2014-10-22","DB-13210","OFF-ST-10001460","195.84","8","0.5","-66.72","21.53"
"IN-2013-43522","2013-10-07","CC-12685","FUR-CH-10002207","126.5382","3","0.27","29.4282","21.53"
"CA-2012-104346","2012-12-11","IM-15070","FUR-TA-10000849","364.95","5","0.5","-248.166","21.53"
"CA-2014-102379","2014-12-03","BB-11545","OFF-AR-10004022","179.9","5","0.0","44.975","21.53"
"TU-2013-7990","2013-09-17","NC-8535","TEC-MOT-10004345","175.32","6","0.6","-122.76","21.53"
"US-2014-139941","2014-12-04","RA-19915","TEC-AC-10004434","59.22","3","0.0","28.98","21.53"
"ES-2012-5709491","2012-02-07","LP-17080","OFF-ST-10003641","169.38","3","0.0","42.3","21.52"
"ES-2013-3918046","2013-09-09","BB-11545","OFF-ST-10000486","279.72","5","0.1","93.12","21.52"
"IT-2011-4726397","2011-06-20","JH-15985","TEC-PH-10000026","346.698","6","0.15","-24.642","21.52"
"CA-2012-128027","2012-09-14","CM-12385","OFF-ST-10001809","269.49","3","0.0","5.3898","21.52"
"US-2012-110261","2012-12-19","PR-18880","TEC-PH-10001750","158.376","3","0.2","13.8579","21.52"
"AG-2013-5140","2013-03-08","HF-4995","TEC-MEM-10004014","246.21","1","0.0","93.54","21.52"
"IT-2011-4913414","2011-12-13","EH-13765","OFF-ST-10002172","344.34","10","0.4","-189.66","21.5"
"ID-2014-69023","2014-12-10","IG-15085","OFF-AP-10001504","119.556","3","0.4","-15.984","21.5"
"US-2014-118087","2014-09-10","SP-20620","TEC-AC-10003174","258.696","3","0.2","64.674","21.5"
"CA-2014-141201","2014-12-10","DB-12910","FUR-BO-10001519","148.257","3","0.15","15.6978","21.5"
"CA-2014-142293","2014-09-18","SC-20380","TEC-AC-10001109","89.97","3","0.0","37.7874","21.5"
"MX-2014-107279","2014-08-27","JF-15565","TEC-CO-10002493","290.83716","3","0.002","31.45716","21.5"
"US-2014-157315","2014-09-23","HR-14770","TEC-PH-10002127","260.592","1","0.4","-160.708","21.5"
"ES-2013-3086085","2013-01-16","DJ-13630","OFF-PA-10001323","344.37","13","0.0","61.62","21.49"
"ES-2011-4359424","2011-01-11","DD-13570","FUR-TA-10001693","267.984","2","0.6","-341.736","21.49"
"IN-2012-55387","2012-07-04","NZ-18565","OFF-PA-10003449","148.8","5","0.0","69.9","21.49"
"ID-2013-50487","2013-11-01","CS-12250","FUR-CH-10003551","470.7624","4","0.27","135.3624","21.49"
"IN-2012-83380","2012-08-27","CS-12175","TEC-PH-10001087","558.0","4","0.0","44.64","21.49"
"IN-2014-85018","2014-08-02","LH-16750","OFF-LA-10004112","67.14","10","0.4","5.34","21.49"
"NI-2012-2810","2012-06-19","DL-3495","TEC-KON-10001388","158.994","2","0.7","-132.546","21.49"
"MX-2014-149902","2014-12-13","AS-10285","OFF-AR-10002380","88.06","7","0.0","12.32","21.48"
"ES-2014-2933395","2014-02-24","JP-15460","OFF-AR-10004739","161.91","3","0.0","54.99","21.48"
"IT-2011-5193547","2011-06-02","SW-20755","TEC-MA-10000327","243.27","6","0.5","-175.23","21.48"
"ID-2013-69534","2013-10-22","DB-13210","TEC-CO-10003448","264.87","3","0.4","26.46","21.48"
"IN-2011-44803","2011-05-02","JK-15325","OFF-SU-10001869","115.05","5","0.0","2.25","21.48"
"IN-2014-69660","2014-10-16","BP-11230","TEC-PH-10002904","123.8526","2","0.17","7.4526","21.48"
"IN-2012-64116","2012-11-20","AR-10345","FUR-BO-10003549","180.4572","1","0.07","15.5172","21.48"
"IN-2013-84584","2013-04-11","DR-12940","TEC-AC-10002543","161.16","4","0.0","70.8","21.48"
"US-2011-155502","2011-01-27","SD-20485","OFF-ST-10004337","489.92","8","0.0","0.0","21.48"
"IN-2014-62730","2014-08-09","FP-14320","FUR-BO-10001668","216.3294","2","0.37","-113.3706","21.47"
"CA-2011-169446","2011-12-19","SG-20605","TEC-PH-10002817","323.976","3","0.2","36.4473","21.47"
"PL-2013-8010","2013-08-23","EK-3795","OFF-JIF-10004747","236.4","8","0.0","2.16","21.47"
"SU-2014-6350","2014-12-22","GT-4635","TEC-STA-10000008","319.68","8","0.0","18.96","21.47"
"IR-2014-6760","2014-12-25","CC-2370","TEC-STA-10000546","222.66","6","0.0","33.3","21.47"
"SF-2013-5710","2013-12-10","RD-9810","FUR-TEN-10000986","440.16","4","0.0","35.16","21.47"
"MX-2013-150140","2013-09-24","LH-16750","TEC-AC-10001728","191.52","7","0.0","57.4","21.46"
"ID-2014-33582","2014-06-20","JL-15505","FUR-CH-10003419","236.97","5","0.4","-102.78","21.46"
"IN-2011-78284","2011-08-29","KC-16255","TEC-CO-10004267","147.3","1","0.0","19.14","21.46"
"CA-2013-108987","2013-09-09","AG-10675","OFF-ST-10000934","131.136","4","0.2","-32.784","21.46"
"IZ-2011-6520","2011-03-02","NW-8400","OFF-ROG-10000191","210.69","1","0.0","52.65","21.46"
"MX-2014-164294","2014-11-17","SN-20710","TEC-PH-10004287","304.3","5","0.0","36.5","21.45"
"ES-2014-4223822","2014-06-02","AR-10825","OFF-FA-10001724","79.8","7","0.0","11.97","21.45"
"IN-2013-66860","2013-07-11","RS-19420","FUR-CH-10003836","294.18","2","0.0","76.44","21.45"
"CA-2012-167010","2012-04-05","VT-21700","FUR-BO-10004218","352.45","5","0.5","-211.47","21.45"
"MA-2013-810","2013-09-03","JM-5265","OFF-STA-10000244","182.76","4","0.0","29.16","21.45"
"MX-2014-130890","2014-09-25","MH-17290","TEC-AC-10004939","187.8","10","0.0","13.0","21.45"
"MX-2012-120089","2012-03-20","DJ-13420","TEC-CO-10002434","381.91464","3","0.002","79.57464","21.44"
"MX-2012-135433","2012-09-05","CR-12730","TEC-PH-10003157","410.8","5","0.0","69.8","21.44"
"ES-2013-2141906","2013-01-22","SP-20620","FUR-CH-10003249","267.84","3","0.0","0.0","21.44"
"ID-2012-38209","2012-11-22","KA-16525","TEC-PH-10003491","299.295","5","0.1","-6.705","21.44"
"IN-2011-70269","2011-08-31","BD-11725","OFF-BI-10004986","138.645","5","0.1","56.895","21.44"
"MO-2014-6060","2014-11-28","PO-9195","OFF-ROG-10004949","375.66","6","0.0","112.68","21.44"
"ID-2011-78592","2011-08-03","LH-17155","FUR-CH-10002060","329.76","3","0.2","-12.42","21.43"
"RS-2014-1170","2014-11-17","MW-8220","TEC-STA-10003550","321.3","2","0.0","35.34","21.43"
"MO-2014-9330","2014-06-08","NK-8490","OFF-BRE-10000157","460.26","6","0.0","151.74","21.43"
"IN-2011-12764","2011-12-06","CM-12235","TEC-AC-10004249","245.76","8","0.0","103.2","21.42"
"IN-2014-77941","2014-01-17","EM-14140","FUR-FU-10002459","219.3","5","0.0","26.25","21.42"
"IN-2013-55814","2013-09-24","TB-21190","FUR-TA-10002957","235.515","1","0.3","26.895","21.42"
"CA-2014-161046","2014-03-06","CB-12535","TEC-AC-10004571","299.97","3","0.0","125.9874","21.42"
"CA-2014-140872","2014-06-04","NR-18550","TEC-AC-10003832","205.992","1","0.2","-2.5749","21.42"
"MX-2014-147655","2014-01-15","AB-10015","TEC-AC-10003615","343.8","2","0.0","106.56","21.42"
"IT-2012-5212034","2012-03-09","SC-20260","FUR-CH-10000399","132.72","2","0.6","-119.46","21.41"
"ES-2012-3802742","2012-07-18","RA-19285","TEC-PH-10003847","329.67","5","0.1","18.27","21.41"
"IN-2014-73657","2014-01-11","ME-17725","TEC-CO-10003574","169.308","2","0.4","8.448","21.41"
"IN-2014-83233","2014-03-28","RP-19390","FUR-BO-10003713","599.28","4","0.0","17.88","21.41"
"LI-2014-9890","2014-02-15","TH-11235","OFF-BIN-10000712","308.16","6","0.0","58.5","21.41"
"US-2014-120033","2014-03-06","RR-19525","FUR-FU-10003874","122.22","7","0.4","-50.96","21.39"
"ES-2014-5762425","2014-09-18","AR-10570","TEC-AC-10000394","173.25","3","0.0","74.43","21.39"
"ES-2012-3423570","2012-05-23","AC-10660","TEC-CO-10004147","512.163","3","0.1","56.853","21.39"
"ES-2012-1158066","2012-11-06","AB-10165","OFF-PA-10002755","138.75","5","0.0","30.45","21.38"
"ES-2012-5836794","2012-06-22","KM-16660","OFF-ST-10003446","130.977","3","0.1","31.977","21.38"
"ID-2014-70227","2014-09-25","AH-10465","OFF-SU-10000649","175.824","9","0.45","-140.886","21.38"
"CA-2013-126004","2013-12-05","BM-11140","OFF-ST-10000676","193.86","2","0.0","11.6316","21.38"
"US-2013-151827","2013-04-01","CS-11950","TEC-PH-10002789","280.782","3","0.4","-60.8361","21.38"
"LY-2014-9050","2014-11-17","NG-8430","OFF-HOO-10003269","167.28","2","0.0","13.38","21.38"
"US-2011-118892","2011-02-01","DH-13075","OFF-AP-10002317","400.704","2","0.4","20.024","21.38"
"MX-2014-142139","2014-06-24","LM-17065","TEC-AC-10001950","202.72","7","0.0","3.92","21.38"
"ES-2014-3059328","2014-11-21","DM-12955","OFF-BI-10002894","151.02","3","0.0","9.0","21.37"
"IN-2011-62037","2011-11-11","TP-21130","OFF-EN-10003537","68.2011","3","0.17","10.6011","21.37"
"ID-2013-14087","2013-08-16","JJ-15445","OFF-EN-10000904","212.706","6","0.1","28.206","21.37"
"MX-2013-102337","2013-12-20","HH-15010","OFF-ST-10001010","277.08","2","0.0","5.52","21.37"
"US-2013-101602","2013-09-25","RB-19435","FUR-BO-10002334","115.032","2","0.4","-55.608","21.36"
"US-2014-132731","2014-04-04","MS-17530","OFF-ST-10002499","205.392","4","0.4","-136.928","21.36"
"MX-2012-158582","2012-09-11","CS-12130","OFF-AR-10001850","172.6","5","0.0","10.3","21.36"
"ES-2014-3606209","2014-11-08","EB-14110","FUR-BO-10003604","376.74","3","0.0","48.96","21.36"
"CA-2011-129938","2011-12-15","EB-13705","FUR-CH-10003774","445.802","7","0.3","-108.2662","21.36"
"CA-2012-104052","2012-03-01","TP-21565","TEC-PH-10003215","95.84","4","0.2","34.742","21.36"
"IN-2011-47596","2011-10-19","PO-19195","OFF-SU-10002543","176.61","7","0.0","10.5","21.35"
"ES-2012-3613797","2012-03-20","JG-15310","OFF-BI-10003705","147.96","3","0.0","16.2","21.34"
"ES-2013-2930577","2013-02-07","DJ-13510","OFF-ST-10004996","292.734","6","0.1","35.694","21.34"
"ES-2011-3202814","2011-09-17","ON-18715","OFF-BI-10001058","152.64","3","0.0","70.2","21.34"
"IN-2014-45601","2014-02-21","MO-17800","FUR-CH-10002060","412.2","3","0.0","70.02","21.34"
"CA-2012-151680","2012-11-19","TC-21475","FUR-FU-10000305","141.96","2","0.0","22.7136","21.34"
"UP-2013-9310","2013-12-06","HH-5010","OFF-BIN-10000170","160.02","6","0.0","6.3","21.34"
"US-2013-113439","2013-02-05","JD-16150","OFF-ST-10003952","98.736","3","0.2","-0.024","21.33"
"ES-2012-5238758","2012-12-17","SJ-20125","OFF-AR-10000399","331.695","7","0.1","125.265","21.33"
"ID-2013-24643","2013-05-03","PR-18880","OFF-AP-10002239","203.6322","3","0.17","36.7722","21.33"
"ID-2011-39721","2011-05-12","PB-19210","FUR-TA-10003222","273.9729","1","0.47","-139.5771","21.33"
"MX-2011-109239","2011-06-17","KT-16465","FUR-BO-10002008","163.96","2","0.0","27.84","21.33"
"US-2013-154977","2013-09-24","HP-14815","FUR-CH-10000953","213.228","3","0.4","-120.852","21.32"
"IT-2013-5719417","2013-05-22","MZ-17515","TEC-CO-10000228","735.777","6","0.15","-78.003","21.32"
"ID-2012-74630","2012-06-08","SB-20185","TEC-AC-10004704","239.22","9","0.5","-100.71","21.32"
"IN-2011-70171","2011-04-14","MG-17875","OFF-BI-10000340","173.88","4","0.1","0.0","21.32"
"IN-2011-65159","2011-01-03","LB-16735","FUR-TA-10002797","211.1805","1","0.55","-70.3995","21.32"
"EN-2012-9030","2012-08-29","CK-2760","FUR-BUS-10004820","415.2","1","0.0","20.76","21.32"
"ES-2013-1121754","2013-04-29","TD-20995","OFF-AR-10000316","70.35","7","0.0","34.44","21.31"
"ES-2012-4100273","2012-09-11","YS-21880","TEC-AC-10003080","207.18","2","0.0","33.12","21.3"
"ES-2013-4189005","2013-08-13","CM-11830","TEC-PH-10000270","392.22","6","0.0","149.04","21.3"
"IN-2012-49731","2012-03-21","HR-14770","FUR-FU-10003427","292.977","3","0.1","65.097","21.3"
"IN-2013-83436","2013-12-26","AG-10330","TEC-CO-10001445","282.18","2","0.0","121.32","21.3"
"TZ-2012-5980","2012-11-30","MO-7800","TEC-SAM-10000613","221.832","2","0.1","-9.888","21.3"
"ES-2012-4834117","2012-08-13","SC-20020","OFF-PA-10003907","61.74","3","0.0","28.98","21.29"
"IN-2011-74490","2011-04-16","PS-19045","TEC-AC-10002221","169.02","6","0.0","20.16","21.29"
"IN-2013-45412","2013-11-19","JH-16180","FUR-FU-10001045","165.42","4","0.25","55.14","21.29"
"CA-2012-114300","2012-10-13","AF-10885","FUR-CH-10001891","287.94","3","0.0","77.7438","21.29"
"IR-2011-7770","2011-12-10","JK-5205","FUR-BAR-10003576","318.3","1","0.0","130.5","21.29"
"MX-2013-162537","2013-03-26","BG-11035","OFF-ST-10004116","154.24","5","0.2","-38.56","21.28"
"US-2014-101756","2014-05-19","KD-16615","OFF-ST-10001051","293.4","9","0.0","73.26","21.28"
"ID-2012-86523","2012-03-07","DW-13540","TEC-PH-10003796","263.736","6","0.4","-114.444","21.28"
"CA-2013-160304","2013-01-02","BM-11575","TEC-PH-10000455","231.98","2","0.0","67.2742","21.28"
"CA-2013-134936","2013-12-20","ES-14080","FUR-TA-10001086","455.97","6","0.5","-218.8656","21.28"
"CA-2014-135909","2014-10-14","JW-15220","TEC-AC-10002335","209.94","6","0.0","39.8886","21.28"
"ES-2013-1608190","2013-06-28","PS-19045","FUR-BO-10004191","448.38","3","0.0","80.64","21.27"
"ES-2014-3371188","2014-01-27","BW-11110","OFF-ST-10000710","220.185","5","0.1","48.885","21.27"
"CA-2012-137071","2012-12-20","ED-13885","TEC-AC-10004353","100.8","2","0.2","21.42","21.27"
"TU-2012-4890","2012-09-01","AI-855","FUR-SAF-10000213","352.536","2","0.6","-193.944","21.27"
"IN-2014-40386","2014-09-03","BG-11035","OFF-SU-10003259","181.818","7","0.4","-27.342","21.26"
"IN-2012-43081","2012-04-07","JS-15685","OFF-SU-10000835","260.4","7","0.0","31.08","21.26"
"CA-2014-155740","2014-07-31","TC-21475","OFF-BI-10001071","76.776","4","0.7","-53.7432","21.26"
"US-2014-141985","2014-08-22","CS-12490","FUR-BO-10001946","88.608","1","0.2","-21.052","21.26"
"IN-2014-80776","2014-05-05","TB-21355","TEC-PH-10001555","288.84","2","0.0","37.5","21.25"
"CA-2013-4660","2013-12-16","MK-7905","FUR-BUS-10004882","170.73","1","0.0","15.36","21.25"
"CA-2014-141439","2014-11-27","TT-21460","FUR-TA-10001039","257.94","3","0.0","67.0644","21.24"
"IN-2014-31321","2014-10-27","JR-16210","TEC-PH-10000822","224.262","2","0.1","34.842","21.23"
"IN-2014-62303","2014-01-04","SC-20380","OFF-PA-10003511","168.72","8","0.0","84.24","21.23"
"IR-2013-3430","2013-10-23","RE-9405","TEC-BEL-10002106","229.62","2","0.0","50.46","21.23"
"ES-2014-3380674","2014-01-14","EM-13825","FUR-CH-10002974","364.257","3","0.1","-20.313","21.22"
"IN-2012-32175","2012-05-07","EB-14110","FUR-FU-10004509","197.4942","6","0.27","5.2542","21.22"
"ID-2013-57004","2013-11-01","JH-15820","FUR-BO-10001749","660.288","2","0.2","-115.572","21.22"
